n,estimate
7513, 8070.209382
7514, 7371.646291
7515, 7209.450200
7516, 7537.140130
7517, 7211.796984
7518, 7768.864520
7519, 7340.893327
7520, 8037.758243
7521, 7463.203236
7522, 7935.900032
7523, 7468.725997
7524, 7372.365544
7525, 7368.997809
7526, 8190.818462
7527, 7736.013278
7528, 7494.964396
7529, 7294.417145
7530, 7626.625770
7531, 7303.955826
7532, 7109.973414
7533, 7930.320207
7534, 7466.751798
7535, 6973.424184
7536, 7012.551156
7537, 7384.282087
7538, 7759.836661
7539, 7552.573311
7540, 7850.175881
7541, 8015.794526
7542, 7261.604417
7543, 7263.829118
7544, 7348.715853
7545, 7320.673689
7546, 7924.635133
7547, 7278.629225
7548, 7644.201012
7549, 7727.758385
7550, 7357.197783
7551, 7436.882006
7552, 7350.631966
7553, 7849.344274
7554, 8251.983080
7555, 7275.086815
7556, 7444.429509
7557, 7468.751191
7558, 7098.900112
7559, 7752.334097
7560, 7387.261082
7561, 7410.298494
7562, 7330.673983
7563, 7860.036184
7564, 7425.325410
7565, 7848.700913
7566, 7122.068016
7567, 7431.321983
7568, 7785.094646
7569, 7344.074647
7570, 7619.358342
7571, 8081.050542
7572, 7334.480809
7573, 7791.913166
7574, 7142.474740
7575, 7787.744445
7576, 7841.011480
7577, 7875.716892
7578, 8572.800074
7579, 7486.251698
7580, 7267.762535
7581, 6651.001907
7582, 7761.712971
7583, 7790.720818
7584, 7155.590426
7585, 7125.536122
7586, 7929.163638
7587, 7532.920606
7588, 7522.429122
7589, 7315.887737
7590, 7510.346750
7591, 7344.564152
7592, 7485.967514
7593, 7620.006734
7594, 7046.799109
7595, 8039.377920
7596, 7843.428443
7597, 7716.338822
7598, 7676.151232
7599, 7724.174218
7600, 7722.522650
7601, 7722.168398
7602, 7348.158618
7603, 7607.352943
7604, 7076.402833
7605, 7073.105807
7606, 7244.939191
7607, 7793.436828
7608, 7279.545284
7609, 7366.112867
7610, 7223.990949
7611, 7796.743818
7612, 7043.047969
7613, 6938.327410
7614, 6967.385329
7615, 8167.875526
7616, 7973.640002
7617, 8108.707471
7618, 7207.895762
7619, 8071.962614
7620, 7236.664169
7621, 8450.005629
7622, 7051.946545
7623, 7753.047691
7624, 7376.500798
7625, 7719.048756
7626, 7574.536830
7627, 7303.282726
7628, 7607.533010
7629, 7319.711358
7630, 7881.431723
7631, 7606.314446
7632, 8020.739418
7633, 7261.340356
7634, 7230.074978
7635, 7908.811708
7636, 7425.678563
7637, 7093.276852
7638, 7295.335692
7639, 6743.272749
7640, 7576.940218
7641, 7770.518988
7642, 7684.564471
7643, 7427.383668
7644, 7756.786087
7645, 8056.277556
7646, 7373.090584
7647, 7934.707741
7648, 7413.171658
7649, 7758.652914
7650, 7875.747657
7651, 7827.763072
7652, 7488.570123
7653, 7711.955408
7654, 7020.996809
7655, 7465.791143
7656, 7583.572675
7657, 7213.967336
7658, 7809.093077
7659, 7866.161173
7660, 7630.844054
7661, 7941.139951
7662, 7824.948341
7663, 7082.268334
7664, 7307.755388
7665, 7693.711180
7666, 6916.680837
7667, 7336.560052
7668, 8311.182203
7669, 7685.801343
7670, 7591.474352
7671, 7734.498719
7672, 7024.386160
7673, 7598.124069
7674, 7175.917012
7675, 8201.434957
7676, 7534.731442
7677, 7664.185017
7678, 7498.340794
7679, 7718.565286
7680, 7242.501859
7681, 7296.844747
7682, 8204.178554
7683, 7412.714649
7684, 7679.708237
7685, 7988.853492
7686, 8088.119135
7687, 7479.530468
7688, 7677.954331
7689, 7050.645159
7690, 7357.487752
7691, 7482.930155
7692, 7750.509990
7693, 7473.685914
7694, 7419.792670
7695, 8248.026559
7696, 7284.820724
7697, 7718.442638
7698, 7319.591115
7699, 6757.195573
7700, 8087.716348
7701, 7543.951595
7702, 7587.143135
7703, 7479.338390
7704, 8345.832256
7705, 7615.452709
7706, 8168.476807
7707, 8229.492391
7708, 7241.559847
7709, 7610.319871
7710, 7578.295433
7711, 7674.308770
7712, 7368.964981
7713, 7867.751147
7714, 7727.793163
7715, 7805.843728
7716, 7824.038338
7717, 7580.729778
7718, 7336.057293
7719, 7299.261467
7720, 7514.000456
7721, 8148.556255
7722, 8113.169605
7723, 8120.208105
7724, 7691.172125
7725, 7643.172885
7726, 7275.496616
7727, 7753.968270
7728, 7213.853458
7729, 7666.417219
7730, 7315.318607
7731, 7769.356637
7732, 7914.122333
7733, 8379.479692
7734, 7643.863592
7735, 7842.510260
7736, 7902.631661
7737, 7586.746445
7738, 8171.086263
7739, 7379.994322
7740, 7312.619758
7741, 7613.401341
7742, 7514.594595
7743, 7199.557852
7744, 7326.794359
7745, 7728.822781
7746, 7317.840952
7747, 7749.422021
7748, 7257.435091
7749, 8254.783032
7750, 7234.410019
7751, 7925.389084
7752, 7776.646433
7753, 7206.179387
7754, 7504.364569
7755, 7123.659682
7756, 7213.274346
7757, 7556.022614
7758, 7678.099020
7759, 8305.902370
7760, 7906.632107
7761, 8420.496223
7762, 7274.752349
7763, 7401.714792
7764, 7535.519654
7765, 7759.852262
7766, 7872.213192
7767, 7390.353711
7768, 7772.033871
7769, 8168.605219
7770, 8145.133386
7771, 7743.680987
7772, 7802.907308
7773, 7393.207535
7774, 7926.966866
7775, 8053.959376
7776, 8288.266931
7777, 8003.062587
7778, 7581.551927
7779, 8057.310121
7780, 8012.466152
7781, 8156.311464
7782, 7537.082450
7783, 8051.096757
7784, 7626.243675
7785, 8321.906786
7786, 8087.119494
7787, 7678.181790
7788, 7624.432214
7789, 7136.761933
7790, 8061.532756
7791, 7542.645019
7792, 7427.524347
7793, 7617.610761
7794, 8070.263197
7795, 8173.269814
7796, 7472.405973
7797, 8025.681168
7798, 7473.931810
7799, 7715.939486
7800, 7645.917560
7801, 7710.504165
7802, 7559.224579
7803, 7800.724250
7804, 7795.101000
7805, 7616.859315
7806, 7968.616784
7807, 6932.041037
7808, 7535.543777
7809, 7335.907434
7810, 7316.853999
7811, 7728.679450
7812, 8318.056473
7813, 7393.729706
7814, 7528.719232
7815, 8196.042482
7816, 8274.267349
7817, 7294.598911
7818, 8301.005746
7819, 7310.938550
7820, 7741.796105
7821, 7525.115043
7822, 7677.530478
7823, 7612.927429
7824, 7851.262542
7825, 7976.204624
7826, 8236.370290
7827, 8769.133748
7828, 8241.034073
7829, 7590.259045
7830, 8108.190225
7831, 8272.659798
7832, 8394.942009
7833, 8566.798221
7834, 7510.344841
7835, 6905.531858
7836, 8507.919946
7837, 8516.096404
7838, 7139.198793
7839, 7668.590324
7840, 7593.227994
7841, 8075.010629
7842, 8399.802140
7843, 8188.533575
7844, 8376.821612
7845, 7377.321355
7846, 8051.402318
7847, 8426.173863
7848, 7894.327012
7849, 8032.053063
7850, 7064.440043
7851, 7865.101355
7852, 8335.091201
7853, 7607.731796
7854, 7373.898706
7855, 7767.721677
7856, 7836.161237
7857, 7482.624921
7858, 8153.269039
7859, 7391.725955
7860, 8020.455174
7861, 8400.480797
7862, 8370.281534
7863, 7729.735453
7864, 7812.027816
7865, 7437.250590
7866, 8002.082290
7867, 8119.676079
7868, 8022.452441
7869, 7686.001000
7870, 7857.195677
7871, 8056.901760
7872, 8196.416144
7873, 8182.703540
7874, 7605.114228
7875, 7849.845561
7876, 8441.262503
7877, 7996.137938
7878, 7244.223271
7879, 7732.791929
7880, 7548.749262
7881, 7869.428347
7882, 7677.258620
7883, 7990.579075
7884, 8303.817101
7885, 7786.478438
7886, 8151.412770
7887, 7847.193441
7888, 7751.248701
7889, 8031.479980
7890, 7497.568016
7891, 8579.517119
7892, 7638.940691
7893, 7515.219148
7894, 7723.083049
7895, 7811.236672
7896, 7039.588538
7897, 7706.302238
7898, 8526.018341
7899, 7296.716990
7900, 7754.787719
7901, 7507.621826
7902, 7464.485163
7903, 8326.586243
7904, 7983.517931
7905, 7916.512686
7906, 8145.901614
7907, 7767.714917
7908, 8008.322144
7909, 8186.192008
7910, 8447.390817
7911, 8300.728792
7912, 7635.636626
7913, 8155.676652
7914, 7911.061388
7915, 7712.280056
7916, 8190.230798
7917, 7666.375446
7918, 8321.087872
7919, 7782.385859
7920, 7547.788137
7921, 8323.265182
7922, 7434.370797
7923, 8344.083345
7924, 7586.309228
7925, 7666.244916
7926, 7561.801038
7927, 8076.305751
7928, 8494.647466
7929, 7723.777761
7930, 8607.573253
7931, 7994.647523
7932, 7453.577094
7933, 8256.493670
7934, 8060.281947
7935, 7739.275479
7936, 8246.508315
7937, 8046.587761
7938, 8236.962615
7939, 7474.166640
7940, 8371.235044
7941, 7668.781607
7942, 7860.462833
7943, 7846.723751
7944, 7802.772372
7945, 7949.632900
7946, 7675.652630
7947, 7914.505456
7948, 7683.800930
7949, 8318.898374
7950, 7780.993205
7951, 8125.622738
7952, 8575.026936
7953, 7885.809365
7954, 7605.609176
7955, 8157.916441
7956, 8091.149111
7957, 7780.920780
7958, 7700.266141
7959, 7542.277201
7960, 8308.390915
7961, 8003.594317
7962, 7309.344097
7963, 7424.222666
7964, 7709.372253
7965, 7926.245022
7966, 8350.523286
7967, 7232.997012
7968, 7448.973165
7969, 8031.850608
7970, 7601.873683
7971, 7380.646353
7972, 8011.371265
7973, 8836.182017
7974, 8231.833254
7975, 7436.298543
7976, 7945.417605
7977, 8748.393561
7978, 8238.653437
7979, 7763.852298
7980, 7894.949577
7981, 7354.793877
7982, 8938.696540
7983, 6789.004292
7984, 7544.323030
7985, 7518.168790
7986, 7867.498231
7987, 7988.934681
7988, 7696.218177
7989, 8046.244031
7990, 8650.678394
7991, 7171.018614
7992, 8325.651128
7993, 7711.048526
7994, 7544.771100
7995, 8541.448276
7996, 7210.243354
7997, 7821.123339
7998, 7842.136014
7999, 7470.214381
8000, 8849.060815
8001, 8044.312764
8002, 8328.344583
8003, 8199.284742
8004, 8006.218569
8005, 7663.869342
8006, 7228.300768
8007, 7878.043246
8008, 8953.231781
8009, 7520.796548
8010, 7265.073954
8011, 8676.160665
8012, 8207.208158
8013, 7013.283206
8014, 8060.703011
8015, 8264.155768
8016, 7451.785285
8017, 7047.927184
8018, 8055.496527
8019, 8313.687706
8020, 8371.560972
8021, 7188.188353
8022, 7967.273365
8023, 7775.147743
8024, 7654.200073
8025, 8004.872089
8026, 8267.473531
8027, 8365.553421
8028, 8068.542310
8029, 8459.297258
8030, 7225.932446
8031, 7766.730457
8032, 7874.603911
8033, 8085.694393
8034, 7748.470430
8035, 8106.049816
8036, 8270.992034
8037, 7482.837295
8038, 8211.536215
8039, 7969.090953
8040, 7421.502851
8041, 7735.068399
8042, 8381.927663
8043, 7742.066047
8044, 7213.573486
8045, 9321.159406
8046, 7698.196705
8047, 6970.187640
8048, 8352.643481
8049, 8601.238297
8050, 7630.968012
8051, 7576.391180
8052, 7338.407672
8053, 8379.061539
8054, 8040.197547
8055, 8473.195697
8056, 8366.729617
8057, 7615.056166
8058, 8115.517157
8059, 8056.193932
8060, 8359.077809
8061, 7896.206062
8062, 8126.208411
8063, 7825.302296
8064, 7771.531476
8065, 7934.587606
8066, 7981.241801
8067, 7924.323435
8068, 8046.063525
8069, 8718.629247
8070, 8277.524147
8071, 8308.443200
8072, 8062.560524
8073, 8293.211062
8074, 7970.201225
8075, 8114.570442
8076, 7236.475378
8077, 8084.263844
8078, 8673.510272
8079, 8800.983044
8080, 7626.601808
8081, 7571.940512
8082, 7651.270304
8083, 8255.779293
8084, 7617.039630
8085, 7575.394137
8086, 7960.552480
8087, 7867.210297
8088, 7462.116378
8089, 8639.711278
8090, 8120.356860
8091, 8099.407971
8092, 8017.701318
8093, 7888.294479
8094, 8414.781853
8095, 8048.848697
8096, 8184.218469
8097, 8067.951321
8098, 7958.581920
8099, 8236.049262
8100, 8407.946091
8101, 8590.722954
8102, 8259.043603
8103, 7669.512028
8104, 7671.316748
8105, 7823.795797
8106, 8006.451006
8107, 8048.274726
8108, 8384.444914
8109, 8156.245238
8110, 7969.385874
8111, 8637.971843
8112, 8404.068359
8113, 8949.808403
8114, 8235.980468
8115, 8359.490626
8116, 8311.662704
8117, 8331.322973
8118, 7648.014274
8119, 7902.888955
8120, 8381.974810
8121, 8266.339907
8122, 8168.095020
8123, 7715.396381
8124, 8124.165086
8125, 8065.707431
8126, 8005.363372
8127, 8420.274291
8128, 8008.452531
8129, 8129.237458
8130, 7933.380945
8131, 7847.627826
8132, 8155.485304
8133, 8769.058273
8134, 8551.623486
8135, 7812.088784
8136, 8835.893988
8137, 8250.908918
8138, 8274.331270
8139, 7791.267071
8140, 7627.613463
8141, 7399.998316
8142, 8547.056384
8143, 7797.789621
8144, 8049.809707
8145, 8061.967073
8146, 8112.769773
8147, 8670.205743
8148, 7149.658676
8149, 7987.098500
8150, 7499.447157
8151, 8234.469979
8152, 8074.932019
8153, 8210.580971
8154, 9066.114363
8155, 8204.702620
8156, 7861.429150
8157, 8140.405638
8158, 8060.637949
8159, 7776.496242
8160, 7986.832120
8161, 7724.090175
8162, 8117.163867
8163, 8227.623061
8164, 7798.523249
8165, 8429.344878
8166, 8460.532963
8167, 7932.735706
8168, 8003.202970
8169, 8072.075538
8170, 7674.412010
8171, 8039.015346
8172, 8200.452003
8173, 8851.662497
8174, 8297.010122
8175, 7659.114597
8176, 8113.558490
8177, 8933.620507
8178, 7746.108055
8179, 8806.815961
8180, 8375.332049
8181, 8715.461701
8182, 7904.750790
8183, 8287.165349
8184, 9368.487145
8185, 8050.535021
8186, 8108.821810
8187, 8161.727334
8188, 7721.686833
8189, 8108.538348
8190, 7652.329314
8191, 7897.900295
8192, 8752.025254
8193, 8063.026515
8194, 8342.469917
8195, 8179.660528
8196, 8165.203460
8197, 8279.123030
8198, 8466.009188
8199, 8436.391668
8200, 7838.374933
8201, 8253.605580
8202, 8243.346850
8203, 8002.052397
8204, 8240.751596
8205, 7929.491714
8206, 8033.003967
8207, 7833.901663
8208, 7865.350291
8209, 7907.275295
8210, 7943.468007
8211, 8662.225484
8212, 8412.528901
8213, 8227.445465
8214, 8447.492170
8215, 7990.037673
8216, 8133.818813
8217, 7769.628082
8218, 7542.929605
8219, 8233.898268
8220, 8294.573996
8221, 7556.456814
8222, 8069.273816
8223, 7569.473157
8224, 8193.584654
8225, 7811.448169
8226, 7745.875573
8227, 8110.548638
8228, 8542.475165
8229, 7703.612119
8230, 8728.371904
8231, 8863.678021
8232, 8484.661165
8233, 8016.437148
8234, 8501.653672
8235, 8422.417061
8236, 7918.548012
8237, 8942.598021
8238, 8848.396014
8239, 7688.248413
8240, 7919.573606
8241, 7459.073600
8242, 8392.595021
8243, 7672.393613
8244, 7872.585685
8245, 8665.587381
8246, 8076.359799
8247, 8279.537907
8248, 8395.348423
8249, 8741.905896
8250, 7872.390104
8251, 8337.822004
8252, 8745.249161
8253, 7526.772964
8254, 8159.249406
8255, 8096.917617
8256, 8064.350128
8257, 9128.567571
8258, 8127.014004
8259, 7971.558388
8260, 8129.006552
8261, 7954.980339
8262, 8081.360286
8263, 8043.481576
8264, 8489.345083
8265, 7982.140557
8266, 8457.835325
8267, 8217.222466
8268, 7972.270188
8269, 8736.519013
8270, 7839.528406
8271, 7900.054107
8272, 7645.748156
8273, 8447.421131
8274, 8679.952087
8275, 7997.273225
8276, 8701.330106
8277, 7711.159628
8278, 7698.291045
8279, 8541.529420
8280, 7066.487803
8281, 8373.510035
8282, 8079.215428
8283, 7514.572649
8284, 7873.795411
8285, 8110.875389
8286, 7615.016711
8287, 7840.182315
8288, 7538.879634
8289, 8920.430409
8290, 8551.616914
8291, 8132.497154
8292, 8496.442040
8293, 7869.094599
8294, 8078.041223
8295, 8385.967924
8296, 8479.384664
8297, 8430.995572
8298, 8768.516615
8299, 8033.555425
8300, 8614.570879
8301, 8127.129708
8302, 8075.868365
8303, 8308.506926
8304, 8603.654031
8305, 8345.836808
8306, 8559.305574
8307, 7836.442387
8308, 8407.247749
8309, 8374.316547
8310, 8206.689825
8311, 7931.202612
8312, 8465.219542
8313, 8248.189641
8314, 8692.751759
8315, 8952.760768
8316, 8469.565128
8317, 7981.527288
8318, 9165.516628
8319, 8506.525526
8320, 7746.562976
8321, 8496.535811
8322, 8696.935404
8323, 8275.352637
8324, 8180.735744
8325, 8309.827425
8326, 8656.423033
8327, 8222.813459
8328, 8239.439884
8329, 7816.144652
8330, 8841.128282
8331, 8151.378882
8332, 9206.084684
8333, 7967.855104
8334, 9100.070974
8335, 8134.369992
8336, 8104.799261
8337, 7788.111678
8338, 8371.582565
8339, 8581.410473
8340, 8356.086064
8341, 7963.213629
8342, 8604.844822
8343, 8282.325851
8344, 8266.798887
8345, 6914.722986
8346, 8683.865898
8347, 8929.806422
8348, 8008.367128
8349, 8510.453691
8350, 8513.008821
8351, 8412.724159
8352, 8402.334178
8353, 8065.992841
8354, 7642.285038
8355, 8370.933103
8356, 7587.941746
8357, 8170.874166
8358, 8138.431849
8359, 8387.446166
8360, 8215.168327
8361, 8026.785910
8362, 8454.984975
8363, 9107.513919
8364, 8342.650564
8365, 8765.920706
8366, 8320.667608
8367, 8643.805383
8368, 8295.932881
8369, 8358.805855
8370, 7910.950660
8371, 7830.812915
8372, 8352.244529
8373, 8279.601271
8374, 8494.374282
8375, 7922.689931
8376, 9010.382901
8377, 7894.475971
8378, 9075.163521
8379, 8697.794653
8380, 9192.254803
8381, 8260.733151
8382, 8566.184230
8383, 8026.109677
8384, 8178.117078
8385, 8743.128754
8386, 8184.839750
8387, 8289.940226
8388, 8724.760610
8389, 8043.417472
8390, 8945.064779
8391, 7949.088995
8392, 9115.205065
8393, 8526.869434
8394, 8904.230446
8395, 7891.236226
8396, 8977.084802
8397, 8178.354140
8398, 8274.913005
8399, 7933.978903
8400, 8687.985230
8401, 8033.955773
8402, 8047.049414
8403, 7641.575330
8404, 8402.274360
8405, 8255.801486
8406, 8897.617409
8407, 8364.306682
8408, 8452.075934
8409, 9455.702083
8410, 8373.980584
8411, 8165.984117
8412, 7973.040650
8413, 8283.678803
8414, 8413.277686
8415, 8263.458793
8416, 7969.198646
8417, 8791.557299
8418, 8005.099213
8419, 8610.916738
8420, 8693.286743
8421, 7313.827373
8422, 9115.849465
8423, 8808.584043
8424, 8787.528262
8425, 8333.993268
8426, 8978.162955
8427, 8034.131291
8428, 8369.225566
8429, 7998.888423
8430, 8247.358974
8431, 8067.541121
8432, 8050.160322
8433, 7639.916317
8434, 7956.964263
8435, 8290.426616
8436, 9041.999386
8437, 8804.185388
8438, 8176.980903
8439, 9377.478551
8440, 7842.520812
8441, 7954.668317
8442, 8464.402702
8443, 7963.608403
8444, 8670.660918
8445, 8825.651413
8446, 7627.145723
8447, 8098.018104
8448, 7930.807007
8449, 8464.372015
8450, 8883.633570
8451, 8724.663510
8452, 8507.783516
8453, 8617.014387
8454, 8374.859138
8455, 8361.110890
8456, 8519.804681
8457, 8301.614643
8458, 7812.514946
8459, 8565.082625
8460, 8505.237936
8461, 8467.182595
8462, 8248.361623
8463, 8802.230444
8464, 7918.991137
8465, 9071.757213
8466, 7875.317972
8467, 7924.644954
8468, 9083.607193
8469, 7966.529051
8470, 8131.279092
8471, 8620.745174
8472, 8745.041108
8473, 7994.181421
8474, 8822.912368
8475, 8405.005096
8476, 8567.412300
8477, 8165.504437
8478, 8151.151291
8479, 9255.994665
8480, 8421.821439
8481, 8223.768868
8482, 7810.088733
8483, 7615.780722
8484, 9553.457952
8485, 8676.043823
8486, 9011.506883
8487, 7792.844769
8488, 8549.049647
8489, 7920.100083
8490, 8234.124964
8491, 8411.669678
8492, 8262.246758
8493, 8958.410772
8494, 8918.146891
8495, 8944.016313
8496, 8729.196469
8497, 8861.551124
8498, 9025.187012
8499, 8232.525695
8500, 8929.888878
8501, 8895.346755
8502, 7994.410997
8503, 8616.350201
8504, 8391.513775
8505, 8511.222715
8506, 8561.194465
8507, 8254.345185
8508, 7899.127135
8509, 8403.273907
8510, 8254.139320
8511, 8833.366950
8512, 8139.116861
8513, 8860.530939
8514, 8209.280419
8515, 8563.441489
8516, 8664.097000
8517, 7460.916665
8518, 8682.671966
8519, 7912.749288
8520, 8656.271742
8521, 8642.463525
8522, 8280.668112
8523, 8264.514463
8524, 8340.854595
8525, 8573.158786
8526, 8805.143144
8527, 8528.739450
8528, 9189.083859
8529, 7915.483936
8530, 9021.163951
8531, 8707.126753
8532, 9064.224904
8533, 9187.575555
8534, 7944.836191
8535, 8689.631272
8536, 9177.529232
8537, 8494.699764
8538, 8326.815645
8539, 9267.399116
8540, 8110.123195
8541, 8592.250490
8542, 8142.847524
8543, 8465.009129
8544, 8170.821338
8545, 8411.363326
8546, 8700.410702
8547, 8218.099488
8548, 8551.053825
8549, 8955.335811
8550, 8339.036107
8551, 9776.394937
8552, 8860.020248
8553, 9342.985800
8554, 8564.782548
8555, 9068.916865
8556, 8440.508147
8557, 8968.094640
8558, 8400.297473
8559, 8323.257582
8560, 8770.872455
8561, 7853.300583
8562, 8504.273155
8563, 8169.719905
8564, 8656.443147
8565, 8326.679297
8566, 8598.449596
8567, 8363.445198
8568, 8913.378903
8569, 8281.973453
8570, 8362.379692
8571, 9106.577332
8572, 9390.823665
8573, 8330.772077
8574, 8828.396708
8575, 8033.183585
8576, 8420.694913
8577, 8278.167033
8578, 8601.494566
8579, 8603.046580
8580, 8629.548759
8581, 8881.102720
8582, 7842.459440
8583, 8698.907790
8584, 8150.843850
8585, 9207.700689
8586, 9012.428376
8587, 8285.511922
8588, 8179.094607
8589, 8366.694406
8590, 8917.288007
8591, 9140.895830
8592, 8106.170981
8593, 7640.050993
8594, 8109.154561
8595, 8567.455988
8596, 9674.643711
8597, 9507.069845
8598, 7973.422227
8599, 8566.711200
8600, 9064.009068
8601, 8474.503943
8602, 9526.694824
8603, 8606.453457
8604, 8403.367364
8605, 8307.469627
8606, 8710.297628
8607, 9022.442914
8608, 8712.469909
8609, 8760.743798
8610, 8537.675966
8611, 8232.490655
8612, 8573.202190
8613, 8059.911723
8614, 8525.287610
8615, 9304.196536
8616, 8266.598939
8617, 9111.585219
8618, 8649.118315
8619, 8913.359710
8620, 9060.308089
8621, 8318.082475
8622, 8361.212142
8623, 7821.453030
8624, 8905.383261
8625, 8066.157081
8626, 8071.017518
8627, 8603.518746
8628, 8582.685467
8629, 8656.969473
8630, 8248.388699
8631, 9543.124860
8632, 8961.996711
8633, 8896.085131
8634, 9344.842845
8635, 9055.152847
8636, 9198.024025
8637, 8671.729470
8638, 9531.437993
8639, 8252.217688
8640, 7367.146537
8641, 8841.288019
8642, 8623.361330
8643, 8851.076299
8644, 8370.918955
8645, 8327.320696
8646, 8080.234833
8647, 8508.594726
8648, 8061.594722
8649, 9777.440125
8650, 8952.427486
8651, 9308.647467
8652, 8845.142806
8653, 9119.462121
8654, 8390.131122
8655, 8394.151173
8656, 8329.646293
8657, 7539.292296
8658, 8739.696182
8659, 9181.251553
8660, 8877.529429
8661, 7889.316973
8662, 8682.453155
8663, 8869.075652
8664, 8008.453879
8665, 8358.688516
8666, 8801.670666
8667, 8288.393285
8668, 8212.928956
8669, 8823.524189
8670, 8950.393821
8671, 9082.183950
8672, 9451.764268
8673, 9029.927420
8674, 9936.682620
8675, 8822.935171
8676, 8569.221384
8677, 8741.694613
8678, 9711.860053
8679, 8955.974374
8680, 8041.129476
8681, 9185.809928
8682, 9039.374270
8683, 9055.702743
8684, 8904.299475
8685, 8656.735951
8686, 8568.176830
8687, 8518.039771
8688, 8711.793053
8689, 9311.968777
8690, 8826.038961
8691, 8426.004993
8692, 8105.589803
8693, 8414.340255
8694, 8675.353203
8695, 8688.180974
8696, 8278.167833
8697, 8306.248353
8698, 8821.975539
8699, 8610.206164
8700, 10224.190886
8701, 8739.131672
8702, 9036.430937
8703, 8313.889293
8704, 8639.085746
8705, 9254.058922
8706, 8091.452065
8707, 8993.301045
8708, 8885.687964
8709, 8979.187544
8710, 8442.058249
8711, 8853.114106
8712, 8868.639336
8713, 8581.437803
8714, 8914.272182
8715, 8211.043851
8716, 9374.181323
8717, 8679.865566
8718, 8512.668066
8719, 8697.304755
8720, 9078.780548
8721, 9369.953076
8722, 8700.068913
8723, 8473.515116
8724, 9064.584014
8725, 8547.881155
8726, 8435.734769
8727, 7922.239726
8728, 8258.285008
8729, 9583.462792
8730, 8608.907931
8731, 8635.464827
8732, 8373.027185
8733, 9639.666647
8734, 8432.115895
8735, 8795.680682
8736, 8648.836241
8737, 8182.748317
8738, 8605.391251
8739, 9108.753093
8740, 8345.114447
8741, 8657.717092
8742, 7902.183586
8743, 8961.071818
8744, 9430.979196
8745, 8110.360323
8746, 8745.938189
8747, 8924.393850
8748, 8205.880069
8749, 8396.063300
8750, 9167.833941
8751, 9278.576389
8752, 8595.920020
8753, 8885.465804
8754, 8183.369452
8755, 9219.216792
8756, 9107.070188
8757, 9394.536571
8758, 8898.908528
8759, 8306.297229
8760, 8755.332160
8761, 9285.197116
8762, 7386.516761
8763, 8660.754380
8764, 8236.278373
8765, 8604.671738
8766, 8461.478988
8767, 8601.333705
8768, 8591.341932
8769, 8901.556808
8770, 9201.460913
8771, 8496.210189
8772, 8961.885635
8773, 8992.790696
8774, 8393.595967
8775, 8327.258462
8776, 9071.479072
8777, 8629.753960
8778, 9902.948169
8779, 8502.407355
8780, 9215.764646
8781, 8634.286342
8782, 8570.139842
8783, 8485.956650
8784, 8983.573243
8785, 8776.433582
8786, 8640.967928
8787, 8862.494544
8788, 9198.771042
8789, 8738.102140
8790, 9348.783855
8791, 8362.116826
8792, 8691.383906
8793, 8572.456574
8794, 9117.997155
8795, 8469.180712
8796, 8788.940429
8797, 8515.754554
8798, 8817.084699
8799, 8062.428369
8800, 8577.705660
8801, 8927.291334
8802, 8739.633693
8803, 8841.907409
8804, 8578.002865
8805, 9412.398251
8806, 8777.646517
8807, 8939.806344
8808, 9413.068606
8809, 8671.186781
8810, 9027.768224
8811, 8303.968152
8812, 8919.540352
8813, 8815.817213
8814, 8631.951901
8815, 8852.380377
8816, 9423.436352
8817, 9736.364522
8818, 8712.486298
8819, 8695.334331
8820, 9143.263345
8821, 8661.019635
8822, 8598.992970
8823, 9652.723437
8824, 9037.477543
8825, 8237.741690
8826, 9224.271610
8827, 8919.257911
8828, 8720.940069
8829, 9331.863279
8830, 8620.751333
8831, 8702.898118
8832, 9633.681654
8833, 8930.818328
8834, 8634.197944
8835, 8956.637557
8836, 8639.054999
8837, 8416.757875
8838, 8337.738356
8839, 8846.724080
8840, 9230.980317
8841, 9065.699499
8842, 9141.738151
8843, 8562.792125
8844, 9630.159835
8845, 8636.652862
8846, 9182.079976
8847, 8703.207952
8848, 8909.058400
8849, 9108.747767
8850, 8852.705976
8851, 8764.766685
8852, 7889.662609
8853, 9591.528752
8854, 8754.697468
8855, 8562.071675
8856, 8340.117671
8857, 8521.963916
8858, 9477.988996
8859, 9099.355941
8860, 8536.157566
8861, 9038.620308
8862, 9429.540392
8863, 9039.727122
8864, 9212.679290
8865, 8332.191626
8866, 8323.987162
8867, 8673.093074
8868, 9235.159192
8869, 8941.457199
8870, 8300.049755
8871, 9103.021006
8872, 7872.322694
8873, 9674.451568
8874, 8620.520887
8875, 8846.806287
8876, 9337.167155
8877, 9049.576122
8878, 9042.499972
8879, 8793.945664
8880, 8037.843295
8881, 8382.802882
8882, 8807.158314
8883, 8598.045109
8884, 8318.352189
8885, 8366.968181
8886, 8444.372318
8887, 8588.485609
8888, 8576.294797
8889, 8973.229763
8890, 9155.304419
8891, 9132.751848
8892, 8636.714497
8893, 8646.939548
8894, 9037.481546
8895, 10128.049060
8896, 8157.904324
8897, 9082.445419
8898, 8717.375894
8899, 9391.342622
8900, 8669.328077
8901, 9444.937066
8902, 8917.720120
8903, 9417.455825
8904, 8552.819553
8905, 9129.615299
8906, 8863.279368
8907, 8566.324681
8908, 9088.432515
8909, 8989.802914
8910, 9462.418420
8911, 8733.867588
